ID;Ano;DOI;Study;Localização;Experimental;Controle;Classe  de Solo WRB/USDA ;Classe de solo SiBSC;Profundidade (cm);Variavel;m_e;sd_e;n_e;m_c;sd_c;n_c;ln;Unidade;Objetivo Resumido;Observações importantes
219;2023;10.1016/j.scitotenv.2023.164611;Combined effects of cover crops and reduced tillage on soil microbial properties in semiarid environments;Guarapuava, PR, Brasil;Agroecolí³gico (AE);Agricultura Convencional (AC);Latossolo Vermelho;Não informado;0–10;Microbial Biomass Carbon (MBC);315,2;32,1;3;198,7;27,4;3;mg C kg⁻¹;Investigar os efeitos combinados de culturas de cobertura e preparo reduzido sobre a biomassa microbiana em ambiente semiárido.;"Dados da Tabela 2; maior MBC sob cobertura e preparo reduzido.";
219;2023;10.1016/j.scitotenv.2023.164611;Combined effects of cover crops and reduced tillage on soil microbial properties in semiarid environments;Guarapuava, PR, Brasil;Cobertura vegetal  + Plantio direto (RT  + CC);Preparo convencional  + pousio (CT  + Fallow);Latossolo Vermelho;Não informado;0–10;Basal Respiration (BR);1,25;0,09;3;0,81;0,11;3;µg C-CO₂ g⁻¹ h⁻¹;Investigar os efeitos combinados de culturas de cobertura e preparo reduzido sobre a biomassa microbiana em ambiente semiárido.;BR aumentada significativamente com CC + RT.;
220;2022;10.1016/j.agee.2022.107867;Agroforestry systems enhance soil microbial biomass and activity in the Brazilian Cerrado;Planaltina, DF, Brasil;Cobertura vegetal  + Plantio direto (RT  + CC);Preparo convencional  + pousio (CT  + Fallow);Latossolo Vermelho distrófico típico;Latossolo Vermelho;0–10;Microbial Biomass Carbon (MBC);313,6;28,4;4;189,7;22,3;4;mg C kg⁻¹;Avaliar o impacto de sistemas agroflorestais na biomassa microbiana e atributos do solo no Cerrado.;MBC significativamente maior no sistema AFS. Dados da Tabela 3.;
220;2022;10.1016/j.agee.2022.107867;Agroforestry systems enhance soil microbial biomass and activity in the Brazilian Cerrado;Planaltina, DF, Brasil;Agrossilvicultura (AFS);Soja sob preparo convencional;Latossolo Vermelho distrófico típico;Latossolo Vermelho;0–10;Basal Respiration (BR);1,12;0,13;4;0,66;0,09;4;µg C-CO₂ g⁻¹ h⁻¹;Avaliar o impacto de sistemas agroflorestais na biomassa microbiana e atributos do solo no Cerrado.;BR aumentada em AFS, indicativo de maior atividade microbiana.;
220;2022;10.1016/j.agee.2022.107867;Agroforestry systems enhance soil microbial biomass and activity in the Brazilian Cerrado;Planaltina, DF, Brasil;Agrossilvicultura (AFS);Soja sob preparo convencional;Latossolo Vermelho distrófico típico;Latossolo Vermelho;0–10;qCO₂;3,57;0,25;4;3,49;0,31;4;µg C-CO₂ mg⁻¹ MBC h⁻¹;Avaliar o impacto de sistemas agroflorestais na biomassa microbiana e atributos do solo no Cerrado.;"Valores similares entre tratamentos; sem diferença significativa.";
220;2022;10.1016/j.agee.2022.107867;Agroforestry systems enhance soil microbial biomass and activity in the Brazilian Cerrado;Planaltina, DF, Brasil;Agrossilvicultura (AFS);Soja sob preparo convencional;Latossolo Vermelho distrófico típico;Latossolo Vermelho;0–10;Microbial quotient (qMic);2,87;0,19;4;1,68;0,15;4;%;Avaliar o impacto de sistemas agroflorestais na biomassa microbiana e atributos do solo no Cerrado.;"qMic significativamente maior em AFS; maior eficiência do uso de C microbiano.";
222;2021;10.1016/j.geoderma.2020.114484;Soil health indicators and carbon stock under organic and conventional farming in a semi-arid region of Brazil;Petrolina, PE, Brasil;Agrossilvicultura (AFS);Soja sob preparo convencional;Eutric Regosol;Neossolo Regolítico;0–10;Microbial Biomass Carbon (MBC);351,2;38,5;4;204,7;27,6;4;mg C kg⁻¹;Comparar indicadores de saúde do solo e estoque de carbono entre sistemas orgânico e convencional no semiárido.;"MBC significativamente maior no sistema orgânico; dados da Tabela 3.";
222;2021;10.1016/j.geoderma.2020.114484;Soil health indicators and carbon stock under organic and conventional farming in a semi-arid region of Brazil;Petrolina, PE, Brasil;Sistema Orgí¢nico;Sistema Convencional;Eutric Regosol;Neossolo Regolítico;0–10;Basal Respiration (BR);1,35;0,11;4;0,82;0,07;4;µg C-CO₂ g⁻¹ h⁻¹;Comparar indicadores de saúde do solo e estoque de carbono entre sistemas orgânico e convencional no semiárido.;BR significativamente maior no sistema orgânico.;
222;2021;10.1016/j.geoderma.2020.114484;Soil health indicators and carbon stock under organic and conventional farming in a semi-arid region of Brazil;Petrolina, PE, Brasil;Sistema Orgí¢nico;Sistema Convencional;Eutric Regosol;Neossolo Regolítico;0–10;qCO₂;3,84;0,29;4;4,01;0,32;4;µg C-CO₂ mg⁻¹ MBC h⁻¹;Comparar indicadores de saúde do solo e estoque de carbono entre sistemas orgânico e convencional no semiárido.;"qCO₂ ligeiramente menor no sistema orgânico; sem diferença significativa.";
222;2021;10.1016/j.geoderma.2020.114484;Soil health indicators and carbon stock under organic and conventional farming in a semi-arid region of Brazil;Petrolina, PE, Brasil;Sistema Orgí¢nico;Sistema Convencional;Eutric Regosol;Neossolo Regolítico;0–10;Microbial quotient (qMic);2,74;0,31;4;1,49;0,22;4;%;Comparar indicadores de saúde do solo e estoque de carbono entre sistemas orgânico e convencional no semiárido.;qMic mais elevado no sistema orgânico, indicando maior eficiência microbiana.;
223;2021;10.1007/s40003-021-00584-6;Land Use Effect on Soil Organic Carbon Stocks, Microbial Biomass and Basal Respiration in Bundelkhand Region of Central India;Jhansi, U.P., Índia;Sistema Orgí¢nico;Sistema Convencional;Haplic Solonetz;Não informado;0–15;Microbial Biomass Carbon (MBC);764,61;25;3;497,42;20;3;µg C g⁻¹;Avaliar o efeito do uso do solo sobre o estoque de carbono, biomassa microbiana e respiração basal.;MBC significativamente maior sob sistema agroflorestal com Acacia nilotica. Dados extraídos da Fig. 1.;
223;2021;10.1007/s40003-021-00584-6;Land Use Effect on Soil Organic Carbon Stocks, Microbial Biomass and Basal Respiration in Bundelkhand Region of Central India;Jhansi, U.P., Índia;Acacia nilotica-based agroforestry;Cropland;Haplic Solonetz;Não informado;0–15;Basal Respiration (BR);0,69;0,03;3;0,36;0,02;3;µg CO₂-C g⁻¹ h⁻¹;Avaliar o efeito do uso do solo sobre o estoque de carbono, biomassa microbiana e respiração basal.;"BR também significativamente maior em agrofloresta; extraído da Fig. 1.";
223;2021;10.1007/s40003-021-00584-6;Land Use Effect on Soil Organic Carbon Stocks, Microbial Biomass and Basal Respiration in Bundelkhand Region of Central India;Jhansi, U.P., Índia;Acacia nilotica-based agroforestry;Cropland;Haplic Solonetz;Não informado;0–15;Microbial quotient (qMic);6,38;0,3;3;9,46;0,4;3;%;Avaliar o efeito do uso do solo sobre o estoque de carbono, biomassa microbiana e respiração basal.;qMic menor no sistema com árvores, devido à maior SOC.;
223;2021;10.1007/s40003-021-00584-6;Land Use Effect on Soil Organic Carbon Stocks, Microbial Biomass and Basal Respiration in Bundelkhand Region of Central India;Jhansi, U.P., Índia;Acacia nilotica-based agroforestry;Cropland;Haplic Solonetz;Não informado;0–15;qCO₂;0;0;3;0;0;3;µg CO₂-C µg⁻¹ MBC h⁻¹;Avaliar o efeito do uso do solo sobre o estoque de carbono, biomassa microbiana e respiração basal.;qCO₂ levemente maior na agrofloresta, mas sem diferença estatística clara.;
 ;2022;10.1016/j.geoderma.2022.115944;Crop diversification enhances soil microbial biomass and carbon mineralization under conservation agriculture in semi-arid India;Kanpur, Uttar Pradesh, Índia;Acacia nilotica-based agroforestry;Cropland;Typic Haplustert;Vertissolo;0–15;Microbial Biomass Carbon (MBC);525,3;38,2;3;352,6;29,4;3;µg C g⁻¹;Avaliar os efeitos da diversificação de culturas sob agricultura conservacionista sobre biomassa e mineralização microbiana do solo.;MBC significativamente maior em CA-CD. Dados da Tabela 3.;
224;2022;10.1016/j.geoderma.2022.115944;Crop diversification enhances soil microbial biomass and carbon mineralization under conservation agriculture in semi-arid India;Kanpur, Uttar Pradesh, Índia;Conservation agriculture with crop diversification (CA-CD);Conventional monocropping (CM);Typic Haplustert;Vertissolo;0–15;Basal Respiration (BR);1,08;0,12;3;0,74;0,09;3;µg CO₂-C g⁻¹ h⁻¹;Avaliar os efeitos da diversificação de culturas sob agricultura conservacionista sobre biomassa e mineralização microbiana do solo.;BR significativamente maior no sistema diversificado.;
224;2022;10.1016/j.geoderma.2022.115944;Crop diversification enhances soil microbial biomass and carbon mineralization under conservation agriculture in semi-arid India;Kanpur, Uttar Pradesh, Índia;Conservation agriculture with crop diversification (CA-CD);Conventional monocropping (CM);Typic Haplustert;Vertissolo;0–15;qCO₂;2,05;0,21;3;2,1;0,23;3;µg CO₂-C mg⁻¹ MBC h⁻¹;Avaliar os efeitos da diversificação de culturas sob agricultura conservacionista sobre biomassa e mineralização microbiana do solo.;Valores de qCO₂ similares entre tratamentos, sem significância.;
225;2015;10.17221/567/2015-PSE;Soil characteristics and crop yields under different tillage techniques;Prague-Ruzyně, República Tcheca;Conservation agriculture with crop diversification (CA-CD);Conventional monocropping (CM);Orthic Luvisol;Não informado;0–10;Microbial Biomass Carbon (MBC);580;35;5;;30;5;mg C kg⁻¹;Avaliar os efeitos de longo prazo de diferentes sistemas de preparo do solo sobre atributos físicos, químicos e biológicos.;"MBC extraído da Figura 3 (valores estimados visualmente); NT promove maior acúmulo de Cmic na camada superficial.";
225;2015;10.17221/567/2015-PSE;Soil characteristics and crop yields under different tillage techniques;Prague-Ruzyně, República Tcheca;No-Tillage (NT);Conventional Tillage (CT);Orthic Luvisol;Não informado;0–10;Microbial Biomass Carbon (MBC);460;25;5;345;30;5;mg C kg⁻¹;Avaliar os efeitos de longo prazo de diferentes sistemas de preparo do solo sobre atributos físicos, químicos e biológicos.;"RT apresenta MBC intermediário entre NT e CT; dados da Figura 3; Cmic mais distribuído verticalmente no CT.";
226;2020;10.1016/j.geoderma.2019.113987;Long-term organic and conventional farming differentially affects microbial abundance and respiration in the rhizosphere and bulk soil of different crop species;Basel, Suíça;Reduced Tillage (RT);Conventional Tillage (CT);Calcic Luvisol;Não informado;0–20;Microbial Biomass Carbon (MBC);452,5;51,3;4;317,8;39,6;4;µg C g⁻¹;Avaliar os efeitos de longo prazo do manejo orgânico e convencional sobre a biomassa e respiração microbiana no solo e rizosfera.;"MBC significativamente maior sob manejo orgânico em solo de batata; dados da Tabela 2, condição de solo não rizosférico.";
226;2020;10.1016/j.geoderma.2019.113987;Long-term organic and conventional farming differentially affects microbial abundance and respiration in the rhizosphere and bulk soil of different crop species;Basel, Suíça;Orgí¢nico (DOK trial);Convencional (DOK trial);Calcic Luvisol;Não informado;0–20;Basal Respiration (BR);1,24;0,14;4;0,82;0,12;4;µg CO₂-C g⁻¹ h⁻¹;Avaliar os efeitos de longo prazo do manejo orgânico e convencional sobre a biomassa e respiração microbiana no solo e rizosfera.;"BR significativamente maior sob sistema orgânico; solo de batata; extraído da Tabela 2.";
226;2020;10.1016/j.geoderma.2019.113987;Long-term organic and conventional farming differentially affects microbial abundance and respiration in the rhizosphere and bulk soil of different crop species;Basel, Suíça;Orgí¢nico (DOK trial);Convencional (DOK trial);Calcic Luvisol;Não informado;0–20;qCO₂;2,74;0,19;4;2,58;0,23;4;µg CO₂-C mg⁻¹ MBC h⁻¹;Avaliar os efeitos de longo prazo do manejo orgânico e convencional sobre a biomassa e respiração microbiana no solo e rizosfera.;"Valores ligeiramente maiores no orgânico; sem diferença estatística clara.";
226;2020;10.1016/j.geoderma.2019.113987;Long-term organic and conventional farming differentially affects microbial abundance and respiration in the rhizosphere and bulk soil of different crop species;Basel, Suíça;Orgí¢nico (DOK trial);Convencional (DOK trial);Calcic Luvisol;Não informado;0–20;Microbial quotient (qMic);3,55;0,43;4;2,48;0,34;4;%;Avaliar os efeitos de longo prazo do manejo orgânico e convencional sobre a biomassa e respiração microbiana no solo e rizosfera.;qMic mais alto no sistema orgânico, indicando maior alocação relativa de C microbiano.;
227;2023;10.1016/j.still.2023.106051;Changes in soil microbial community composition; China;Orgí¢nico (DOK trial);Convencional (DOK trial);Ultisol;Não informado;0–20;Microbial Biomass Carbon (MBC);168,7;7,8;3;107,3;5,4;3;mg C kg⁻¹;Investigar os efeitos de diferentes coberturas vegetais sobre a microbiota;;
228;2023;10.1016/j.apsoil.2023.104665;Soil microbial community composition and function vary with tillage practice and aggregate size; China;Natural grass cover (NGC);Clean tillage (CT);Haplic Luvisol;Não informado;0–10;Microbial Biomass Carbon (MBC);335,2;14,9;3;220,4;10,1;3;mg C kg⁻¹;Avaliar a influência do preparo do solo e tamanho de agregados sobre comunidades e funções microbianas.;Maior Cmic nos agregados macro em NT. Dados da Tabela 1.;
229;2022;10.1016/j.still.2022.105584;Cover crop termination method affects microbial community composition and function; USA;No-tillage (NT);Conventional tillage (CT);Typic Kanhapludult;Não informado;0–15;Microbial Biomass Carbon (MBC);291,5;13,6;4;248,9;11,3;4;mg C kg⁻¹;Investigar o impacto de diferentes métodos de terminação de plantas de cobertura na comunidade microbiana do solo.;Roller crimp aumentou MBC e biomassa total microbiana. Tabela 3.;
5;2017;10.1371/journal.pone.0187681;Zurovec et al. ;*;Roller crimp termination;Chemical termination;Fluvisol;Neossolo Flúvico;0-20;"Soil Bulk Density	(ρb)";1,55;0,04;3;1,33;0,03;3;#VALOR!;g cm3;efeitos de curto prazo do preparo reduzido (RT) e do No-tillage (NT) na dinâmica das emissões de N2O;Estudo focado na densidade e suas variações sob SPD. Efeito relevante do preparo no curto prazo.
7;2020;10.36783/18069657rbcs20200103;Salazar et al.;Argentina (Pampa Úmida);No-tillage;Conventional Tillage;Argiudol típico (Pampas);Argissolo Vermelho-Amarelo típico (alto teor de argila);5;"Soil Bulk Density	(ρb)";1,2;0,03;4;1,24;0,08;4;#VALOR!;g cm⁻³;Verificar se a introdução de plantas de cobertura de inverno em sistema de No-tillage contínuo de soja recupera o carbono orgânico e melhora a qualidade física do solo após 8 anos. (Não foram observadas melhorias significativas em COS total nem densidade aparente com a cobertura.);Apesar de densidade aparente não ter sido significativamente alterada, estudo evidencia limitação temporal (8 anos).
12;2016;10.1016/j.heliyon.2024.e28625;Moraes et al. (2016);Sul do (Brasil);Com cobertura de inverno (sob PD);Pousio de inverno (sem cobertura, PD);Latossolo argiloso;Latossolo Vermelho;10;"Soil Bulk Density	(ρb)";1,3;0,05;4;1,2;0,04;4;#VALOR!;g/cm³;Verificar compactação e estrutura sob SPD vs aração;Estudo com longa duração (24 anos). Resultados indicam leve aumento na densidade com SPD, sugerindo compactação superficial.
13;2020;10.1016/j.still.2020.104734;Eden et al.;Velestino (Grécia);No-tillage de longa duraçãoo (24 anos);Conventional Tillage (24 anos);Chromic Cambisol;Cambissolo Vermelho-Amarelo;510;Plant Available Water Capacity (PAWC);13,9;2,3;12;14,8;0,5;12;#VALOR!;Vol (%);Idem;Idem
13;2020;10.1016/j.still.2020.104734;Eden et al.;Velestino (Grécia);No-tillage;Conventional Tillage (24 anos);Chromic Cambisol;Cambissolo Vermelho-Amarelo;510;Plant Available Water Capacity (PAWC);13,9;2,3;12;14,8;0,5;12;#VALOR!;Vol (%);Idem;Idem
13;2020;10.1016/j.still.2020.104734;Eden et al.;Velestino (Grécia);No-tillage;Conventional Tillage (24 anos);Chromic Cambisol;Cambissolo Vermelho-Amarelo;510;"Soil Bulk Density	(ρb)";1,47;0,02;3;1,39;0,02;3;#VALOR!;g/cm³;Avaliar os efeitos de longo prazo de diferentes sistemas de preparo do solo (convencional, reduzido e No-tillage) e do manejo de resíduos culturais (remoção ou permanência) sobre a estrutura do solo, com ênfase na funcionalidade da rede de poros, estabilidade de agregados, teor de carbono orgânico e propriedades físicas relacionadas à retenção e difusão de água e gases, em condições semiáridas.;Estudo de longa duração (20 anos). O preparo reduzido melhorou a disponibilidade de água e a estrutura do solo. No-tillage aumentou a densidade e reduziu a porosidade total, sugerindo compactação superficial com boa conectividade de poros.
14;2022;-;Tian et al.;China;No-tillage;Conventional Tillage (24 anos);Não especificado;Não especificado;510; Macroporosity (ε_macro);17,05;3,41;3;13,1;1,97;3;#VALOR!;%;Analisar porosidade por tomografia de raios-X;MP teve menor conectividade de macroporos que NT e RT
14;2022;10.1016/j.still.2022.105420;Tian et al.;Luancheng (China);No-Tillage (NT);Mouldboard Plough (MP);Silt loam;Cambissolo de textura média (silte + argila);10;"Soil Bulk Density	(ρb)";1,45;0,02;3;1,35;0,02;3;#VALOR!;g/cm³;Avaliar o efeito de 15 anos de diferentes manejos de preparo do solo sobre densidade, porosidade e macroporos.;Resultados de densidade aparente em dois níveis de profundidade. NT promoveu maior compactação relativa em ambas as camadas.
14;2022;Idem;Tian et al.;Luancheng (China);No-tillage;Mouldboard plough (MP);Silt loam;Idem;1520;"Soil Bulk Density	(ρb)";1,5;0,03;3;1,4;0,03;3;#VALOR!;g/cm³;Avaliar o efeito de 15 anos de diferentes manejos de preparo do solo sobre densidade, porosidade e macroporos.;
16;2021;10.3390/agronomy11040724;Pittarello et al.;Delta do Rio Pó (Itália);No-tillage (NT);Mouldboard plough (MP);Gleysoil;Gleissolo Háplico Eutrófico ou Planossolo Eutrófico;25;"Soil Bulk Density	(ρb)";1,33;0,04;4;1,6;0,05;4;#VALOR!;g cm⁻³;Testar efeitos de práticas orgânicas (min. preparo + rotações) vs conv. em C org., densidade e enzimas (curto prazo);Estudo com adubação orgânica e convencional. Resultados claros de aumento de C e redução de densidade com práticas orgânicas.
17;2023;10.3390/agronomy13020376;Gu et al.;Jiangxi (China);Orgí¢nico c/ PBF  + PÂ¹ (15 anos adub.  + legum.);Convencional monocultura;Ultisol;Argissolo Álico;20;Plant Available Water Capacity (PAWC);0,19;0,01;3;0,15;0,01;3;#VALOR!;cm³/cm³;Verificar efeitos de adubo verde sobre água disponível em solos tropicais.;"Relatado como 'available soil moisture'; corresponde a PAWC. Aumento de 22,4% com adubo verde."
17;2023;10.3390/agronomy13020376;Gu et al.;Jiangxi (China);Adubo verde;Pousio com araçãoo;Ultisol;Argissolo Álico;20;Plant Available Water Capacity (PAWC);0,19;0,01;3;0,15;0,01;3;#VALOR!;cm³/cm³;Verificar efeitos de adubo verde sobre água disponível em solos tropicais.;"Relatado como 'available soil moisture'; corresponde a PAWC. Aumento de 22,4% com adubo verde."
20;2022;10.5194/soil-8-213-2022;Sartori et al.;Legnaro (Itália);Adubo verde;Pousio com araçãoo;Fluvi-Calcaric Cambisol;Chernossolo Eutrófico;30;Plant Available Water Capacity (PAWC);0,21;0,01;3;0,18;0,01;3;#VALOR!;cm³/cm³;Avaliar efeitos do plantio direto e coberturas de inverno sobre indicadores físicos do solo.;PAWC estimada como θFC − θPWP. Valores significativamente maiores sob PD (0,210 vs 0,183 cm³/cm³).
20;2022;10.5194/soil-8-213-2022;Sartori et al.;Legnaro (Itália);Plantio direto;Cultivo convencional;Fluvi-Calcaric Cambisol;Chernossolo Eutrófico;30;Plant Available Water Capacity (PAWC);0,21;0,01;3;0,18;0,01;3;#VALOR!;cm³/cm³;Avaliar efeitos do plantio direto e coberturas de inverno sobre indicadores físicos do solo.;PAWC estimada como θFC − θPWP. Valores significativamente maiores sob PD (0,210 vs 0,183 cm³/cm³).
20;2022;10.5194/soil-8-213-2022;Sartori et al.;Legnaro (Itália);Plantio direto;Cultivo convencional;Fluvi-Calcaric Cambisol, silty loam;Cambissolo Flúvico Eutrófico;30;"Soil Bulk Density	(ρb)";1,58;0,03;2;1,37;0,03;2;#VALOR!;g/cm³;Avaliar os efeitos do No-tillage e coberturas de inverno sobre parÃ¢metros fÃ­sicos do solo durante a transiÃ§Ã£o para agricultura conservacionista.;Tratamento com SPD aumentou Soil Bulk Density Erosion Rate (ER)), sugerindo compactação. Apenas 2 repetições, o que limita inferências estatísticas.
20;2022;Idem;Sartori et al.;Legnaro (Itália);No-tillage ;Conventional Tillage;Fluvi-Calcaric Cambisol, silty loam;Cambissolo Flúvico Eutrófico;30;"Soil Bulk Density	(ρb)";1,37;0,03;2;1,58;0,03;2;#VALOR!;g/cm³;Comparar os efeitos do Conventional Tillage do solo e ausÃªncia de cobertura vegetal nos atributos fÃ­sicos do solo ao longo do perfil.;Idem
21;2022;10.3390/agronomy12112873;Popolizio et al.;Sul da (Itália) (Bari);No-tillage ;Conventional Tillage;Typic Chromoxerert;Vertissolo;10;Plant Available Water Capacity (PAWC);0,28;0;3;0,27;0;3;#VALOR!;cm³/cm³;Avaliar estrutura espacial de propriedades físicas e hidráulicas do solo sob preparo conservacionista.;Estudo de longo prazo (20 anos) com PAWCe, ACe, RFCe e outras variáveis estimadas via BEST. Os valores são agregados e não segregados por tratamento, inviabilizando extração direta m_e, sd_e, etc.
21;2022;10.3390/agronomy12112873;Popolizio et al.;Sul da (Itália) (Bari);No-tillage ;Conventional Tillage (24 anos);Typic Chromoxerert;Vertissolo;10;Plant Available Water Capacity (PAWC);0,28;0;3;0,27;0;3;#VALOR!;cm³/cm³;Avaliar estrutura espacial de propriedades físicas e hidráulicas do solo sob preparo conservacionista.;Estudo de longo prazo (20 anos) com PAWCe, ACe, RFCe e outras variáveis estimadas via BEST. Os valores são agregados e não segregados por tratamento, inviabilizando extração direta m_e, sd_e, etc.
22;2022;10.3390/agronomy12123142;Popolizio et al.;Sul da Itália;No-tillage ;Conventional Tillage (24 anos);Clay (42.7% clay);Não especificado;10; Macroporosity (ε_macro);0,02;0;3;0,02;0;3;#VALOR!;cm³ cm⁻³;Avaliar aeração e porosidade estrutural;"Não houve diferença estatística; tendência maior em NT"
22;2022;10.3390/agronomy12123142;Popolizio et al.;Itália;Minimum Tillage (MT);No-Tillage (NT);Clay (42.7%);Não especificado;10; Macroporosity (ε_macro);0,02;0;3;0,02;0;3;#VALOR!;cm³ cm⁻³;Quantificar PMAC sob diferentes manejos;Diferença não significativa entre MT e NT
22;2022;10.3390/agronomy12123142;Popolizio et al.;Sul da (Itália) (Foggia);Minimum Tillage (MT);No-Tillage (NT);Typic Chromoxerert;Vertissolo;10;Plant Available Water Capacity (PAWC);0,26;0;3;0,27;0;3;#VALOR!;cm³/cm³;Avaliar a variabilidade temporal e espacial de atributos físicos e hidráulicos sob MT e NT em sistema de trigo.;Dados coletados em duas estações (outono e verão). Embora PAWC tenha sido estimado com método BEST, os dados foram apresentados como médias gerais. Diferenças foram estatisticamente significativas.
22;2022;10.3390/agronomy12123142;Popolizio et al.;Sul da (Itália) (Foggia);No-tillage ;Conventional Tillage (24 anos);Typic Chromoxerert;Vertissolo;10;Plant Available Water Capacity (PAWC);0,26;0;3;0,27;0;3;#VALOR!;cm³/cm³;Avaliar a variabilidade temporal e espacial de atributos físicos e hidráulicos sob MT e NT em sistema de trigo.;Dados coletados em duas estações (outono e verão). Embora PAWC tenha sido estimado com método BEST, os dados foram apresentados como médias gerais. Diferenças foram estatisticamente significativas.
22;2022;10.3390/agronomy12123142;Popolizio et al.;Sul da Itália;No-tillage ;Conventional Tillage (24 anos);Clay (42.7% clay);Não especificado;10;"Soil Bulk Density	(ρb)";107,94;539,7;3;11,2;56,02;3;#VALOR!;g cm⁻³;Avaliar variações sazonais e efeitos do manejo na densidade do solo;"BD maior no verão; MT teve BD menor que NT"
23;2017;0.1590/1678-4499.290;Auler et al.;Campinas, SP (Brasil);Minimum Tillage (MT);No-Tillage (NT);Typic Dystrudept;Cambissolo hápico distrófico;10;Plant Available Water Capacity (PAWC);0,17;0,02;4;0,15;0,01;4;#VALOR!;cm³/cm³;Avaliar os efeitos da calagem superficial e incorporada sobre a dispersão de argila, disponibilidade de água.;Estudo em solo ácido com calagem em diferentes profundidades
23;2017;0.1590/1678-4499.290;Auler et al.;Campinas, SP (Brasil);No-tillage ;Conventional Tillage;Typic Dystrudept;Cambissolo hápico distrófico;10;Plant Available Water Capacity (PAWC);0,17;0,02;4;0,15;0,01;4;#VALOR!;cm³/cm³;Avaliar os efeitos da calagem superficial e incorporada sobre a dispersão de argila, disponibilidade de água.;Estudo em solo ácido com calagem em diferentes profundidades
23;2017;Idem;Auler et al.;Campinas, SP (Brasil);No-tillage ;Conventional Tillage;Typic Dystrudept;Cambissolo hápico distrófico;10;"Soil Bulk Density	(ρb)";1,31;0,06;4;1,44;0,03;4;#VALOR!;kg/dm³;Idem;Idem
24;2021;Idem;Vizioli et al.;Ponta Grossa - PR (Brasil);No-tillage ;Conventional Tillage;Rhodic Ferralsol;Latossolo Vermelho Distrófico Típico;15;"Soil Bulk Density	(ρb)";1,22;0,03;4;1,26;0,02;4;#VALOR!;g/cm³;Idem;"Amostras indeformadas (core 5cm Ø); medido por secagem a 105°C"
25;2020;10.3390/agronomy10020160;Wei et al. (2020);Loess Plateau (China);No-tillage ;Conventional Tillage;Cambissolo;Loess;10;"Soil Bulk Density	(ρb)";1,19;0,08;12;1,16;0,1;12;#VALOR!;mg dm⁻³;Avaliar os efeitos de diferentes rotações de culturas na SOC, SWC, densidade e pH em regiões áridas.;Diferença significativa de densidade observada entre rotações.
28;2021;10.3390/agriculture11080745;Zhang et al. (2021);Binhai, Tianjin (China);LentilWheatMaize;WheatMaizePotato;Fluvisol;Gleissolo sódico (salino);30;"Soil Bulk Density	(ρb)";1,35;0,03;3;1,28;0,03;3;#VALOR!;g/cm³;Avaliar impacto do esterco bovino e da palhada na salinidade, densidade, matéria orgânica e produtividade do milho em solos salinos costeiros.;CM+SM reduziu BD em 5,4% comparado ao TT.
31;2020;Idem;Montesdeoca et al.;Andes (Equador);Minimum Tillage  + 50% residuo;Conventional Tillage;Mollisol (Entic Durustoll);Neossolo Litólico ou Cambissolo;5;Plant Available Water Capacity (PAWC);19,9;3,98;8;13,65;2,73;8;#VALOR!;% (v/v);Avaliar os efeitos iniciais da transição CT → NT sobre características químicas e físicas do solo em cultivo de feijão.;"Capacidade de armazenamento de água significativamente maior sob NT; SDs não reportados."
31;2020;Idem;Montesdeoca et al.;Andes (Equador);No-tillage ;Conventional Tillage;Mollisol (Entic Durustoll);Neossolo Litólico ou Cambissolo;5;Plant Available Water Capacity (PAWC);19,9;3,98;8;13,65;2,73;8;#VALOR!;% (v/v);Avaliar os efeitos iniciais da transição CT → NT sobre características químicas e físicas do solo em cultivo de feijão.;"Capacidade de armazenamento de água significativamente maior sob NT; SDs não reportados."
31;2020;https://doi.org/10.29393/CHJAAS36-16CTFM80016;Montesdeoca et al.;Andes (Equador);No-tillage ;Conventional Tillage;Mollisol (Entic Durustoll);Neossolo Litólico ou Cambissolo;5;"Soil Bulk Density	(ρb)";1180;0,06;8;1410;0,07;8;#VALOR!;g/cm³;Avaliar os efeitos iniciais da transição CT → NT sobre características químicas e físicas do solo em cultivo de feijão.;"Dados coletados após o 1º ciclo; maior armazenamento de água e pH sob NT; SDs não fornecidos, porém significância estatística descrita."
33;2023;Idem;Butkeviciene et al.;Idem;No-tillage ;Conventional Tillage;Idem;Idem;30;"Soil Bulk Density	(ρb)";90,12;2,35;4;88,67;2,18;4;#VALOR!;mg/kg;Idem;Pouca diferença no teor de potássio entre os tratamentos, sem significância estatística clara.
37;2020;Idem;Tian et al.;Chile;Idem;Idem;Mollisol (volcanic);Nitossolo;50;Plant Available Water Capacity (PAWC);20,01;0,4;3;15,57;0,2;3;#VALOR!;% (v/v);Avaliar os efeitos iniciais da transição para plantio direto em solo vulcânico com feijão.;"Tendência de maior retenção hídrica com NT; efeito de resíduos na superfície aumenta umidade."
37;2020;Idem;Tian et al.;Chile;NT (no-tillage);CT (conv. tillage);Mollisol (volcanic);Nitossolo;50;Plant Available Water Capacity (PAWC);20,01;0,4;3;15,57;0,2;3;#VALOR!;% (v/v);Avaliar os efeitos iniciais da transição para plantio direto em solo vulcânico com feijão.;"Tendência de maior retenção hídrica com NT; efeito de resíduos na superfície aumenta umidade."
